"ΝΟΜΑΡΧΙΑ","ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ","ΔΗΜΟΣ (Καλλικράτειος)","ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ","ΔΗΜΟΤΙΚΟ ΔΙΑΜΕΡΙΣΜΑ","ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ","ΣΥΝΟΙΚΙΣΜΟΣ","ΠΛΗΘΟΣ ΕΚΛΟΓΕΩΝ"
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΔΥΤΙΚΗΣ ΜΑΝΗΣ,ΛΕΥΚΤΡΟΥ,,ΕΞΩΧΩΡΙΟΥ,,688
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΔΥΤΙΚΗΣ ΜΑΝΗΣ,ΛΕΥΚΤΡΟΥ,,ΘΑΛΑΜΩΝ,,294
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΔΥΤΙΚΗΣ ΜΑΝΗΣ,ΛΕΥΚΤΡΟΥ,,ΚΑΣΤΑΝΕΑΣ,,408
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΔΥΤΙΚΗΣ ΜΑΝΗΣ,ΛΕΥΚΤΡΟΥ,,ΚΑΡΥΟΒΟΥΝΙΟΥ,,161
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΔΥΤΙΚΗΣ ΜΑΝΗΣ,ΛΕΥΚΤΡΟΥ,,ΛΑΓΚΑΔΑΣ,,351
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΔΥΤΙΚΗΣ ΜΑΝΗΣ,ΛΕΥΚΤΡΟΥ,,ΜΗΛΕΑΣ,,596
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΔΥΤΙΚΗΣ ΜΑΝΗΣ,ΛΕΥΚΤΡΟΥ,,ΝΕΟΧΩΡΙΟΥ,,531
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΔΥΤΙΚΗΣ ΜΑΝΗΣ,ΛΕΥΚΤΡΟΥ,,ΝΕΟΧΩΡΙΟΥ,ΣΤΟΥΠΑ,403
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΔΥΤΙΚΗΣ ΜΑΝΗΣ,ΛΕΥΚΤΡΟΥ,,ΝΟΜΙΤΣΗΣ,,187
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΔΥΤΙΚΗΣ ΜΑΝΗΣ,ΛΕΥΚΤΡΟΥ,,ΠΛΑΤΣΑ,,435
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΔΥΤΙΚΗΣ ΜΑΝΗΣ,ΛΕΥΚΤΡΟΥ,,ΠΡΟΑΣΤΙΟ,,487
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΔΥΤΙΚΗΣ ΜΑΝΗΣ,ΛΕΥΚΤΡΟΥ,,ΠΡΟΣΗΛΙΟ,,237
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΔΥΤΙΚΗΣ ΜΑΝΗΣ,ΛΕΥΚΤΡΟΥ,,ΠΥΡΓΟΣ,,256
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΔΥΤΙΚΗΣ ΜΑΝΗΣ,ΛΕΥΚΤΡΟΥ,,ΡΙΓΚΛΙΑ,,261
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΔΥΤΙΚΗΣ ΜΑΝΗΣ,ΛΕΥΚΤΡΟΥ,,ΣΑΙΔΩΝΑ,,157
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΔΥΤΙΚΗΣ ΜΑΝΗΣ,ΛΕΥΚΤΡΟΥ,,ΤΡΑΧΗΛΑ,,240
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΔΥΤΙΚΗΣ ΜΑΝΗΣ,ΛΕΥΚΤΡΟΥ,,ΤΣΕΡΙΑ,,325
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΑΡΙΟΣ,,ΑΡΙΟΣ,,"1,559"
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΑΡΙΟΣ,,ΑΛΩΝΙΑ,,344
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΑΡΙΟΣ,,ΑΜΜΟΣ,,364
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΑΡΙΟΣ,,ΑΝΕΜΟΜΥΛΟΣ,,194
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΑΡΙΟΣ,,ΑΡΙΟΧΩΡΙ,,479
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΑΡΙΟΣ,,ΑΣΠΡΟΠΟΥΛΙΑ,,193
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΑΡΦΑΡΩΝ,,ΑΡΦΑΡΩΝ,,"1,635"
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΑΡΦΑΡΩΝ,,ΑΓΙΟΥ ΦΛΩΡΟΥ,,457
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΑΡΦΑΡΩΝ,,ΑΓΡΙΛΟΥ,,281
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΑΡΦΑΡΩΝ,,ΒΕΛΑΝΙΔΙΑΣ,,249
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΑΡΦΑΡΩΝ,,ΒΡΟΜΟΒΡΥΣΗΣ,,286
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΑΡΦΑΡΩΝ,,ΠΗΔΗΜΑΤΟΣ,,440
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΑΡΦΑΡΩΝ,,ΠΛΑΤΕΟΣ,,924
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΑΡΦΑΡΩΝ,,ΣΤΑΜΑΤΙΝΟΥ,,190
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΘΟΥΡΙΑΣ,,ΘΟΥΡΙΑΣ,,"1,309"
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΘΟΥΡΙΑΣ,,ΑΙΘΑΙΑΣ,,438
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΘΟΥΡΙΑΣ,,ΑΜΦΕΙΑΣ,,812
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΘΟΥΡΙΑΣ,,ΑΝΘΕΙΑΣ,,619
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΘΟΥΡΙΑΣ,,ΜΙΚΡΟΜΑΝΗ,,935
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΘΟΥΡΙΑΣ,,ΠΟΛΙΑΝΗ,,366
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΚΑΛΑΜΑΤΑΣ,,1ο  ΕΚΛ.ΔΙΑΜ.ΚΑΛΑΜΑΤΑΣ,,"10,685"
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΚΑΛΑΜΑΤΑΣ,,2ο  ΕΚΛ.ΔΙΑΜ.ΚΑΛΑΜΑΤΑΣ,,"8,092"
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΚΑΛΑΜΑΤΑΣ,,3ο  ΕΚΛ.ΔΙΑΜ.ΚΑΛΑΜΑΤΑΣ,,"8,097"
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΚΑΛΑΜΑΤΑΣ,,4ο  ΕΚΛ.ΔΙΑΜ.ΚΑΛΑΜΑΤΑΣ,,"10,484"
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΚΑΛΑΜΑΤΑΣ,,5ο  ΕΚΛ.ΔΙΑΜ.ΚΑΛΑΜΑΤΑΣ,,"8,753"
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΚΑΛΑΜΑΤΑΣ,,6ο  ΕΚΛ.ΔΙΑΜ.ΑΛΑΓΟΝΙΑΣ,,677
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΚΑΛΑΜΑΤΑΣ,,7ο  ΕΚΛ.ΔΙΑΜ.ΑΝΤΙΚΑΛΑΜΟΥ,,372
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΚΑΛΑΜΑΤΑΣ,,8ο  ΕΚΛ.ΔΙΑΜ.ΑΡΤΕΜΙΣΙΑΣ,,417
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΚΑΛΑΜΑΤΑΣ,,9ο  ΕΚΛ.ΔΙΑΜ.ΑΣΠΡΟΧΩΜΑΤΟΣ,,"1,150"
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΚΑΛΑΜΑΤΑΣ,,10ο ΕΚΛ.ΔΙΑΜ.ΒΕΡΓΑΣ,,"1,109"
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΚΑΛΑΜΑΤΑΣ,,11ο ΕΚΛ.ΔΙΑΜ.ΕΛΑΙΟΧΩΡΙΟΥ,,547
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΚΑΛΑΜΑΤΑΣ,,12ο ΕΚΛ.ΔΙΑΜ.ΚΑΡΒΕΛΙΟΥ,,330
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΚΑΛΑΜΑΤΑΣ,,13ο ΕΚΛ.ΔΙΑΜ.ΛΑΔΑ,,271
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΚΑΛΑΜΑΤΑΣ,,14ο ΕΚΛ.ΔΙΑΜ.ΛΑΙΙΚΩΝ,,763
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΚΑΛΑΜΑΤΑΣ,,15ο ΜΙΚΡΑΣ ΜΑΝΤΙΝΕΙΑΣ,,389
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΚΑΛΑΜΑΤΑΣ,,16ο ΕΚΛ.ΔΙΑΜ.ΝΕΔΟΥΣΗΣ,,438
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΚΑΛΑΜΑΤΑΣ,,17ο ΕΚΛ.ΔΙΑΜ.ΠΗΓΩΝ,,213
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΚΑΛΑΜΑΤΑΣ,ΚΑΛΑΜΑΤΑΣ,,18ο ΕΚΛ.ΔΙΑΜ.ΣΠΕΡΧΟΓΕΙΑΣ,,907
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΑΙΠΕΙΑΣ,,ΑΝΔΡΙΑΝΗΣ,,377
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΑΙΠΕΙΑΣ,,ΛΟΓΓΑ,,"1,232"
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΑΙΠΕΙΑΣ,,ΜΗΛΙΤΣΑ,,450
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΑΙΠΕΙΑΣ,,ΝΕΑ ΚΟΡΩΝΗ,,513
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΑΙΠΕΙΑΣ,,ΧΡΑΝΟΙ,,631
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΑΝΔΡΟΥΣΑΣ,,ΑΝΔΡΟΥΣΑ,,"1,006"
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΑΝΔΡΟΥΣΑΣ,,ΑΝΔΡΟΥΣΑ,ΒΑΣΙΛΑΔΑ,196
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΑΝΔΡΟΥΣΑΣ,,ΑΓΡΙΛΙΑ,,210
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΑΝΔΡΟΥΣΑΣ,,ΑΜΦΙΘΕΑ,,612
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΑΝΔΡΟΥΣΑΣ,,ΕΛΛΗΝΟΕΚΚΛΗΣΙΑ,,416
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΑΝΔΡΟΥΣΑΣ,,ΕΥΑ,,863
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΑΝΔΡΟΥΣΑΣ,,ΚΑΛΑΜΑΡΑΣ,,257
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΑΝΔΡΟΥΣΑΣ,,ΚΑΛΟΓΕΡΟΡΡΑΧΗ,,302
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΑΝΔΡΟΥΣΑΣ,,ΜΑΓΓΑΝΙΑΚΟ,,309
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΑΝΔΡΟΥΣΑΣ,,ΠΟΛΥΛΟΦΟΣ,,169
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΑΡΙΣΤΟΜΕΝΟΥΣ,,ΑΡΙΣΤΟΜΕΝΟΥΣ,,674
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΑΡΙΣΤΟΜΕΝΟΥΣ,,ΒΟΥΤΑΙΝΑ,,299
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΑΡΙΣΤΟΜΕΝΟΥΣ,,ΔΙΟΔΙΑ,,425
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΑΡΙΣΤΟΜΕΝΟΥΣ,,ΚΕΦΑΛΟΒΡΥΣΟΥ,,326
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΑΡΙΣΤΟΜΕΝΟΥΣ,,ΚΟΥΤΙΦΑΡΗ,,182
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΑΡΙΣΤΟΜΕΝΟΥΣ,,ΜΑΝΕΣΙ,,557
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΑΡΙΣΤΟΜΕΝΟΥΣ,,ΠΕΛΕΚΑΝΑΔΑ,,289
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΑΡΙΣΤΟΜΕΝΟΥΣ,,ΠΛΑΤΑΝΟΒΡΥΣΗ,,168
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΑΡΙΣΤΟΜΕΝΟΥΣ,,ΠΟΥΛΙΤΣΙ,,105
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΑΡΙΣΤΟΜΕΝΟΥΣ,,ΣΤΕΡΝΑ,,610
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΑΡΙΣΤΟΜΕΝΟΥΣ,,ΣΤΡΕΦΙ,,745
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΒΟΥΦΡΑΔΟΣ,,ΧΑΤΖΗ,,949
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΒΟΥΦΡΑΔΟΣ,,ΒΛΑΣΗ,,247
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΒΟΥΦΡΑΔΟΣ,,ΚΟΥΡΤΑΚΙΟΥ,,175
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΒΟΥΦΡΑΔΟΣ,,ΜΗΛΙΩΤΗ,,236
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΒΟΥΦΡΑΔΟΣ,,ΠΕΤΡΙΤΣΙΟΥ,,416
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΒΟΥΦΡΑΔΟΣ,,ΧΑΡΑΥΓΗΣ,,395
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΙΘΩΜΗΣ,,ΒΑΛΥΡΑΣ,,"1,276"
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΙΘΩΜΗΣ,,ΑΡΙΣΤΟΔΗΜΕΙΟΥ,,486
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΙΘΩΜΗΣ,,ΑΡΣΙΝΟΗΣ,,251
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΙΘΩΜΗΣ,,ΖΕΡΜΠΙΣΙΩΝ,,353
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΙΘΩΜΗΣ,,ΚΕΦΑΛΙΝΟΥ,,313
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΙΘΩΜΗΣ,,ΛΑΜΠΑΙΝΗΣ,,345
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΙΘΩΜΗΣ,,ΑΡΧΑΙΑΣ ΜΕΣΣΗΝΗΣ,,493
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΙΘΩΜΗΣ,,ΡΕΥΜΑΤΙΑΣ,,181
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΜΕΣΣΗΝΗΣ,,ΜΕΣΣΗΝΗΣ,,"8,112"
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΜΕΣΣΗΝΗΣ,,ΑΒΡΑΜΙΟΥ,,904
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΜΕΣΣΗΝΗΣ,,ΑΝΑΛΗΨΕΩΣ,,529
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΜΕΣΣΗΝΗΣ,,ΒΕΛΙΚΑΣ,,543
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΜΕΣΣΗΝΗΣ,,ΚΑΡΤΕΡΟΛΙΟΥ,,812
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΜΕΣΣΗΝΗΣ,,ΛΕΥΚΟΧΩΡΑΣ,,362
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΜΕΣΣΗΝΗΣ,,ΛΥΚΟΤΡΑΦΟΥ,,509
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΜΕΣΣΗΝΗΣ,,ΜΑΔΕΝΗΣ,,196
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΜΕΣΣΗΝΗΣ,,ΜΑΥΡΟΜΜΑΤΙΟΥ ΠΑΜΙΣΟΥ,,512
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΜΕΣΣΗΝΗΣ,,ΝΕΟΧΩΡΙΟΥ ΑΡΙΣΤΟΜΕΝΟΥΣ,,274
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΜΕΣΣΗΝΗΣ,,ΠΙΛΑΛΙΣΤΡΑΣ,,328
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΜΕΣΣΗΝΗΣ,,ΠΙΠΕΡΙΤΣΗΣ,,336
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΜΕΣΣΗΝΗΣ,,ΣΠΙΤΑΛΙΟΥ,,256
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΜΕΣΣΗΝΗΣ,,ΤΡΙΟΔΟΥ,,340
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΠΕΤΑΛΙΔΙΟΥ,,ΠΕΤΑΛΙΔΙ,,"2,062"
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΠΕΤΑΛΙΔΙΟΥ,,ΑΧΛΑΔΟΧΩΡΙ,,527
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΠΕΤΑΛΙΔΙΟΥ,,ΔΑΡΑ,,584
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΠΕΤΑΛΙΔΙΟΥ,,ΔΡΟΣΙΑ,,180
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΠΕΤΑΛΙΔΙΟΥ,,ΚΑΛΟΧΩΡΙ,,239
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΠΕΤΑΛΙΔΙΟΥ,,ΚΑΡΠΟΦΟΡΑ,,444
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΠΕΤΑΛΙΔΙΟΥ,,ΚΑΣΤΑΝΙΑ,,151
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΠΕΤΑΛΙΔΙΟΥ,,ΚΟΚΚΙΝΟΥ,,259
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΠΕΤΑΛΙΔΙΟΥ,,ΛΥΚΙΣΣΑ,,210
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΠΕΤΑΛΙΔΙΟΥ,,ΜΑΘΙΑ,,264
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΠΕΤΑΛΙΔΙΟΥ,,ΝΕΡΟΜΥΛΟΣ,,526
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΠΕΤΑΛΙΔΙΟΥ,,ΠΑΝΙΠΕΡΙ,,557
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΤΡΙΚΟΡΦΟΥ,,ΤΡΙΚΟΡΦΟΥ,,591
ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΙΑΣ,ΜΕΣΣΗΝΗΣ,ΤΡΙΚΟΡΦΟΥ,,ΔΡΑΪΝΑΣ,,157
