"ΝΟΜΑΡΧΙΑ","ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ","ΔΗΜΟΣ (Καλλικράτειος)","ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ","ΔΗΜΟΤΙΚΟ ΔΙΑΜΕΡΙΣΜΑ","ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ","ΣΥΝΟΙΚΙΣΜΟΣ","ΠΛΗΘΟΣ ΕΚΛΟΓΕΩΝ"
ΑΘΗΝΩΝ,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΠΕΡΙΣΤΕΡΙΟΥ,ΠΕΡΙΣΤΕΡΙΟΥ,4ο Δημ.Διαμ.,10ο Εκλογικό Διαμέρισμα,,"10,786"
ΑΘΗΝΩΝ,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΠΕΤΡΟΥΠΟΛΕΩΣ,ΠΕΤΡΟΥΠΟΛΕΩΣ,,1ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"9,651"
ΑΘΗΝΩΝ,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΠΕΤΡΟΥΠΟΛΕΩΣ,ΠΕΤΡΟΥΠΟΛΕΩΣ,,2ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"12,002"
ΑΘΗΝΩΝ,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΠΕΤΡΟΥΠΟΛΕΩΣ,ΠΕΤΡΟΥΠΟΛΕΩΣ,,3ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"13,394"
ΑΘΗΝΩΝ,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΧΑΙΔΑΡΙΟΥ,ΧΑΪΔΑΡΙΟΥ,,ΕΚΛ.ΔΙΑΜ.1/ΔΑΣΟΣ-ΔΑΦΝΙ-ΑΦΑΙΑ,,"10,461"
ΑΘΗΝΩΝ,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΧΑΙΔΑΡΙΟΥ,ΧΑΪΔΑΡΙΟΥ,,ΕΚΛ.ΔΙΑΜ.2/ΓΡΗΓΟΡΟΥΣΑ-ΚΕΝΤΡΟ-ΚΟΥΝΕΛΙΑ,,"9,394"
ΑΘΗΝΩΝ,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΧΑΙΔΑΡΙΟΥ,ΧΑΪΔΑΡΙΟΥ,,ΕΚΛ.ΔΙΑΜ.3/ΚΕΝΤΡΟ-ΕΛΑΙΩΝΑΣ-ΑΣΤΥΘΕΑ,,"8,653"
ΑΘΗΝΩΝ,ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΧΑΙΔΑΡΙΟΥ,ΧΑΪΔΑΡΙΟΥ,,ΕΚΛ.ΔΙΑΜ.4/ΕΤΕΡΟΔΗΜΟΤΕΣ,,"3,276"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,1ο Δημ.Διαμ.,24ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"8,638"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,1ο Δημ.Διαμ.,25ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"6,000"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,1ο Δημ.Διαμ.,32ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"4,835"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,1ο Δημ.Διαμ.,33ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"5,021"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,1ο Δημ.Διαμ.,34ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"6,079"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,1ο Δημ.Διαμ.,35ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"5,027"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,1ο Δημ.Διαμ.,41ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"10,172"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,1ο Δημ.Διαμ.,42ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"6,847"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,1ο Δημ.Διαμ.,43ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"7,378"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,1ο Δημ.Διαμ.,44ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"6,874"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,1ο Δημ.Διαμ.,51ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"6,989"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,1ο Δημ.Διαμ.,52ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"6,124"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,2ο Δημ.Διαμ.,47ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"9,269"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,2ο Δημ.Διαμ.,48ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"9,045"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,2ο Δημ.Διαμ.,49ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"10,584"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,2ο Δημ.Διαμ.,53ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"6,838"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,2ο Δημ.Διαμ.,54ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"10,426"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,2ο Δημ.Διαμ.,55ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"9,482"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,2ο Δημ.Διαμ.,56ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"7,274"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,2ο Δημ.Διαμ.,57ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"8,313"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,2ο Δημ.Διαμ.,58ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"8,468"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,3ο Δημ.Διαμ.,30ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"4,869"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,3ο Δημ.Διαμ.,39ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"7,298"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,3ο Δημ.Διαμ.,40ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"10,384"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,3ο Δημ.Διαμ.,45ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"11,927"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,3ο Δημ.Διαμ.,46ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"6,517"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,3ο Δημ.Διαμ.,50ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"8,556"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,4ο Δημ.Διαμ.,6ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"14,851"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,4ο Δημ.Διαμ.,10ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"9,055"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,4ο Δημ.Διαμ.,11ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"7,879"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,4ο Δημ.Διαμ.,15ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"6,668"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,4ο Δημ.Διαμ.,23ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"9,724"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,4ο Δημ.Διαμ.,31ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"5,144"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,5ο Δημ.Διαμ.,1ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"16,411"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,5ο Δημ.Διαμ.,2ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"11,231"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,5ο Δημ.Διαμ.,3ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"9,991"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,5ο Δημ.Διαμ.,4ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"10,853"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,5ο Δημ.Διαμ.,5ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"10,931"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,6ο Δημ.Διαμ.,7ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"6,761"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,6ο Δημ.Διαμ.,8ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"9,434"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,6ο Δημ.Διαμ.,9ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"10,188"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,6ο Δημ.Διαμ.,12ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"6,927"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,6ο Δημ.Διαμ.,13ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"7,052"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,6ο Δημ.Διαμ.,14ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"6,344"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,6ο Δημ.Διαμ.,16ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"8,844"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,6ο Δημ.Διαμ.,17ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"8,519"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,6ο Δημ.Διαμ.,18ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"10,877"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,6ο Δημ.Διαμ.,19ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"5,713"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,7ο Δημ.Διαμ.,20ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"9,920"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,7ο Δημ.Διαμ.,21ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"10,219"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,7ο Δημ.Διαμ.,22ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"9,338"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,7ο Δημ.Διαμ.,26ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"10,085"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,7ο Δημ.Διαμ.,27ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"10,043"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,7ο Δημ.Διαμ.,28ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"7,121"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,7ο Δημ.Διαμ.,29ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"11,070"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,7ο Δημ.Διαμ.,36ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"4,816"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,7ο Δημ.Διαμ.,37ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"3,816"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΑΘΗΝΑΙΩΝ,ΑΘΗΝΑΙΩΝ,7ο Δημ.Διαμ.,38ο ΕΚΛΟΓΙΚΟ ΔΙΑΜΕΡΙΣΜΑ,,"6,729"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΒΥΡΩΝΟΣ,ΒΥΡΩΝΟΣ,,ΚΑΡΕΑΣ,,"6,032"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΒΥΡΩΝΟΣ,ΒΥΡΩΝΟΣ,,ΑΓΙΑΣ ΤΡΙΑΔΟΣ,,"13,201"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΒΥΡΩΝΟΣ,ΒΥΡΩΝΟΣ,,ΜΕΤΑΜΟΡΦΩΣΗΣ,,"11,592"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΒΥΡΩΝΟΣ,ΒΥΡΩΝΟΣ,,ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ,,"12,171"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΓΑΛΑΤΣΙΟΥ,ΓΑΛΑΤΣΙΟΥ,,Α' ΕΚΛ.ΔΙΑΜ.,,"5,864"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΓΑΛΑΤΣΙΟΥ,ΓΑΛΑΤΣΙΟΥ,,Β' ΕΚΛ.ΔΙΑΜ.,,"6,476"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΓΑΛΑΤΣΙΟΥ,ΓΑΛΑΤΣΙΟΥ,,Γ' ΕΚΛ.ΔΙΑΜ.,,"7,339"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΓΑΛΑΤΣΙΟΥ,ΓΑΛΑΤΣΙΟΥ,,Δ' ΕΚΛ.ΔΙΑΜ.,,"8,403"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΓΑΛΑΤΣΙΟΥ,ΓΑΛΑΤΣΙΟΥ,,Ε' ΕΚΛ.ΔΙΑΜ.,,"6,783"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΑΦΝΗΣ - ΥΜΗΤΤΟΥ,ΔΑΦΝΗΣ,,1ο ΕΚΛ.ΔΙΑΜ. ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ,,"9,098"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΑΦΝΗΣ - ΥΜΗΤΤΟΥ,ΔΑΦΝΗΣ,,2ο ΕΚΛ.ΔΙΑΜ.ΖΩΟΔΟΧΟΥ ΠΗΓΗΣ,,"11,026"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΔΑΦΝΗΣ - ΥΜΗΤΤΟΥ,ΥΜΗΤΤΟΥ,,1ο Εκλογικό Διαμέρισμα,,"10,650"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΖΩΓΡΑΦΟΥ,ΖΩΓΡΑΦΟΥ,,1ο ΕΚΛ.ΔΙΑΜ.,,"6,343"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΖΩΓΡΑΦΟΥ,ΖΩΓΡΑΦΟΥ,,2ο ΕΚΛ.ΔΙΑΜ.,,"4,811"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΖΩΓΡΑΦΟΥ,ΖΩΓΡΑΦΟΥ,,3ο ΕΚΛ.ΔΙΑΜ.,,"4,712"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΖΩΓΡΑΦΟΥ,ΖΩΓΡΑΦΟΥ,,4ο ΕΚΛ.ΔΙΑΜ.,,"5,023"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΖΩΓΡΑΦΟΥ,ΖΩΓΡΑΦΟΥ,,5ο ΕΚΛ.ΔΙΑΜ.,,"4,891"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΖΩΓΡΑΦΟΥ,ΖΩΓΡΑΦΟΥ,,6ο ΕΚΛ.ΔΙΑΜ.,,"7,086"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΖΩΓΡΑΦΟΥ,ΖΩΓΡΑΦΟΥ,,7ο ΕΚΛ.ΔΙΑΜ.,,"5,525"
ΑΘΗΝΩΝ,ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,ΖΩΓΡΑΦΟΥ,ΖΩΓΡΑΦΟΥ,,8ο ΕΚΛ.ΔΙΑΜ.,,"4,627"
